name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,total_reviews,reviews_per_month,host_listings_count,availability_365,number_of_reviews_ltm,has_license
Ideal Brooklyn Brownstone Apartment,Zora & Chris,Brooklyn,Bedford-Stuyvesant,40.68339,-73.94034,Entire home/apt,185.0,30,158,0.96,1,88,0,0
Bright Modern Charming Housebarge,Angus,Brooklyn,Sheepshead Bay,40.5847,-73.94088,Private room,72.0,30,125,0.76,2,87,0,0
Welcome to Brooklyn! Bed-Stuy,Jameelah,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93212,Entire home/apt,89.0,30,66,0.4,2,179,1,0
"Subway, City View, Elevator, Large Private Room",Iulia,Queens,Sunnyside,40.73933410644531,-73.9248046875,Private room,52.0,30,312,1.98,1,214,7,0
Luxury private apartment 2.,Louis,Brooklyn,Bedford-Stuyvesant,40.69407,-73.94403,Entire home/apt,300.0,30,0,0.0,6,334,0,0
"Family friendly, in Boerum/Cobble Hill",Elizabeth,Brooklyn,Boerum Hill,40.68561,-73.98919,Entire home/apt,250.0,30,33,0.21,3,182,0,0
Sunny! 2br Steps to train/restaurants - 15 to NYC,Jaime,Brooklyn,Bedford-Stuyvesant,40.68278,-73.95549,Entire home/apt,107.0,30,42,0.26,1,192,3,0
Tribeca Artist Loft 1000 sq/feet,Rad,Manhattan,Tribeca,40.71704,-74.00908,Entire home/apt,191.0,30,35,0.22,1,364,0,0
Cozy&Clean in a great neighborhood,Nicole,Manhattan,Harlem,40.82176,-73.94522,Entire home/apt,124.0,30,0,0.0,1,83,0,0
Contemporary & Classic Sanctuary on the Hudson,Catherine,Manhattan,Upper West Side,40.79632,-73.97643,Entire home/apt,223.0,30,244,1.52,1,193,2,0
2 Bedroom Gem - Prime LES Location,Drew,Manhattan,Lower East Side,40.719482,-73.98877,Entire home/apt,85.0,30,83,0.53,2,196,4,0
2 Bedroom apt.in Manhattan/New York,Sinem,Manhattan,Lower East Side,40.71941,-73.98968,Entire home/apt,235.0,30,90,0.58,3,365,0,0
Private clean spacious room - Across from subway,Janice,Brooklyn,Kensington,40.64295,-73.97293,Private room,65.0,30,61,0.53,1,59,3,0
Modern  Condo w/Luxury Amenities by McCarren Park,Herman,Brooklyn,Williamsburg,40.72136,-73.95674,Entire home/apt,175.0,60,1,0.02,3,304,0,0
Chic Mini-Loft in the Heart of Williamsburg,Carlos And Stacy,Brooklyn,Williamsburg,40.70727,-73.94187,Entire home/apt,120.0,30,47,0.29,1,336,0,0
"Brooklyn: Bright, Spacious & Cozy + Good Vibes",Antoinette,Brooklyn,Crown Heights,40.66385,-73.93229,Private room,65.0,30,32,0.23,2,179,0,0
"Master Bedroom Private Bath Avaliable, Astoria",Carlos,Queens,Astoria,40.76716,-73.91177,Private room,94.0,30,19,0.12,3,365,0,0
"Private Room Bushwick Near L train,",Chavisa,Brooklyn,Bushwick,40.70413,-73.92726,Private room,75.0,30,39,0.28,2,32,0,0
Cozy New York  City private room,Janina,Queens,Woodside,40.74496,-73.91167,Private room,95.0,30,285,1.78,2,364,0,0
Classic East Village Studio (great location),Cameron,Manhattan,East Village,40.72499,-73.99198,Entire home/apt,212.0,30,36,0.22,1,334,0,0
1 Bd Manhattan NYC Entire Apt 1 yr or 3 mos. min.,Arthur,Manhattan,Inwood,40.8677,-73.92122,Entire home/apt,81.0,90,21,0.18,1,358,0,0
"Gorgeous, charming Upper East private bedroom",Mara,Manhattan,Upper East Side,40.77124,-73.96119,Private room,89.0,30,15,0.1,2,363,0,0
YOU ROOM IN NYC,Janina,Queens,Sunnyside,40.74506,-73.91251,Private room,85.0,30,262,1.69,2,364,0,0
Tranquility & convenience in Bklyn,Carl,Brooklyn,Windsor Terrace,40.6605,-73.98332,Entire home/apt,523.0,30,31,0.21,1,220,1,0
lovely bedroom in South Park Slope,Sing,Brooklyn,Sunset Park,40.66272,-73.98913,Private room,58.0,30,19,0.13,2,199,5,0
"70’sUWS,brnstne apt.charm-",Sandy,Manhattan,Upper West Side,40.78105,-73.97858,Private room,110.0,30,98,0.64,1,264,4,0
West Village Gem,Thomas,Manhattan,West Village,40.73328,-74.00069,Entire home/apt,279.0,30,115,0.76,6,246,1,0
"2RW - NEW RENO - EV  STUDIO, WASHER/DRYER OFF CTYD",Adam,Manhattan,East Village,40.72916,-73.98193,Entire home/apt,130.0,30,71,0.46,2,92,2,0
Nice and clean private space in Bklyn loft.,Fabrizio,Brooklyn,Bushwick,40.70209,-73.91476,Private room,43.0,30,34,0.24,1,226,6,0
Beautiful Views: Art Deco Elevator Bldg 1-BR 1-BA,Eddie,Manhattan,Inwood,40.86065,-73.93507,Entire home/apt,131.0,30,36,0.24,1,350,0,0
Stylish Uptown Westside Apt.,Kareem,Manhattan,Harlem,40.82335,-73.95322,Entire home/apt,133.0,30,271,1.75,1,78,2,0
Designer’s loft best W’burg / entire loft,Christina,Brooklyn,Williamsburg,40.72057081537138,-73.96010448151357,Entire home/apt,307.0,30,44,0.31,2,269,0,0
3RW - East Village 1BR off Courtyard,Adam,Manhattan,East Village,40.72916,-73.98193,Entire home/apt,126.0,30,63,0.41,2,211,0,0
Studio Bushwick/Ridgewood,Sharon And Tom,Queens,Ridgewood,40.70873,-73.91732,Entire home/apt,100.0,30,153,0.99,1,137,2,0
Clinton Hill Lux Apt Grill & Lawn,Tom,Brooklyn,Clinton Hill,40.68955,-73.96681,Private room,190.0,30,2,0.01,1,365,0,0
COMFORTABLE PRIVATE ROOM FOR RENT,Marvet,Brooklyn,Prospect-Lefferts Gardens,40.66051,-73.95078,Private room,76.0,30,19,0.13,3,44,0,0
Sun Fill Room in a Spacious Apt,HaoXiang,Brooklyn,Windsor Terrace,40.66014,-73.98311,Private room,54.0,30,7,0.08,1,362,0,0
"Private Bedroom, Bath & Books in Brooklyn",Trista,Brooklyn,Crown Heights,40.67808,-73.9573,Private room,87.0,30,16,0.11,1,58,0,0
Brooklyn Amazing 2bedrm Luxury Apt,MauriceAnthonyEnt,Brooklyn,Crown Heights,40.67382,-73.94012,Entire home/apt,128.0,30,256,1.67,3,316,3,0
Beautiful 2-BDRM Brownstone Apartment,Kakuna,Manhattan,Harlem,40.81711,-73.94736,Entire home/apt,150.0,3,260,1.95,2,95,56,1
Large Bedroom with Modern Private Bathroom,Gann,Manhattan,Harlem,40.82193,-73.94175,Private room,120.0,30,21,0.14,2,90,0,0
SUNNY BEDROOM WITH PRIVATE BATHROOM,Gann,Manhattan,Harlem,40.822964,-73.942474,Private room,125.0,30,64,0.42,2,304,0,0
Gorgeous Unique Garden-Terrace-Apt.,Vana,Manhattan,East Village,40.72369,-73.97849,Private room,228.0,30,138,0.91,1,206,1,1
"Bright, Airy Loft Apt in Bushwick",Jason,Brooklyn,Bushwick,40.70783,-73.92071,Entire home/apt,90.0,30,64,0.43,1,61,2,0
Red Hook Modern,David,Brooklyn,Red Hook,40.67911,-74.01119,Entire home/apt,126.0,30,45,0.29,1,179,0,0
Room for Two in Midtown West,Grisel,Manhattan,Hell's Kitchen,40.76119,-73.99225,Private room,175.0,30,24,0.16,2,295,2,0
large spacious room,Ana,Brooklyn,Crown Heights,40.67432,-73.94744,Private room,82.0,30,130,0.85,3,45,2,0
A/C/G Trains - Home Share w/ Young Professionals,Olivier,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95055,Private room,90.0,30,58,0.44,22,359,3,0
Bright and Spacious Manhattan 2BR,Sheri,Manhattan,Harlem,40.82274,-73.95408,Entire home/apt,247.0,30,8,0.05,2,267,1,0
Beautiful Private Bedroom - Downstairs,Tw,Manhattan,Harlem,40.8078,-73.95232,Private room,117.0,30,144,1.27,2,293,2,0
Charming Brooklyn Studio,Erika,Brooklyn,Crown Heights,40.67223,-73.95556,Entire home/apt,120.0,30,344,2.15,1,152,0,0
Lovely Hell's Kitchen Studio...,Carey,Manhattan,Hell's Kitchen,40.76198,-73.99361,Entire home/apt,189.0,30,75,0.48,1,70,1,0
Carroll Gardens Gem-2BD with Garden,Paul & Ewa,Brooklyn,Carroll Gardens,40.67933,-73.995,Entire home/apt,225.0,30,134,0.84,1,139,4,0
1 bedroom apt in Midtown West,Hubert,Manhattan,Hell's Kitchen,40.76387,-73.98742,Entire home/apt,157.0,30,6,0.05,2,365,0,0
"Sunny, Quiet West Village/Meatpacking 1BR Gem",Lauren,Manhattan,West Village,40.73431,-74.00225,Entire home/apt,210.0,90,116,0.74,1,181,2,0
Loft Suite,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,246.0,1,49,0.31,29,274,0,1
Loft Suite,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,246.0,1,89,0.6,29,274,2,1
Loft Suite,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,246.0,1,187,1.2,29,238,25,1
Loft Suite,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,246.0,1,161,1.05,29,274,8,1
Loft Suite,The Box House Hotel,Brooklyn,Greenpoint,40.73778,-73.95366,Entire home/apt,246.0,1,46,0.29,29,274,1,1
Panoramic View Central Park & NYC,Alan,Manhattan,Upper West Side,40.79131,-73.9694,Entire home/apt,275.0,30,61,0.42,1,154,5,0
"Cozy Corner, Bedford Ave  Brooklyn!",Jacques,Brooklyn,Bedford-Stuyvesant,40.68907,-73.95384,Private room,55.0,30,20,0.13,4,265,0,0
Large Double Room  Queenbed Wifi,Edward,Brooklyn,Bedford-Stuyvesant,40.68435,-73.94825,Private room,50.0,30,49,0.32,4,206,4,0
Furnished Bedroom with private half bath,Ron,Manhattan,Harlem,40.80692,-73.95481,Private room,72.0,30,57,0.36,1,178,0,0
GORGEOUS TWO BEDROOM FLAT IN MANHATTAN,Tamra,Manhattan,Harlem,40.80752,-73.94778,Entire home/apt,282.0,30,9,0.06,11,364,1,0
FABULOUS 1 BEDROOM IN MANHATTAN,Tamra,Manhattan,Harlem,40.8058,-73.94759,Entire home/apt,200.0,30,9,0.06,11,281,0,0
PLUSH AND SPACIOUS 2-BEDROOM IN NYC,Tamra,Manhattan,Harlem,40.80528,-73.94742,Entire home/apt,300.0,30,7,0.05,11,364,1,0
Wonderful Room on the UES 2,Virginia,Manhattan,Upper East Side,40.77298,-73.95813,Private room,65.0,30,6,0.1,1,156,1,0
Sunny 1BR East Harlem Apartment,Unknown,Manhattan,East Harlem,40.79675,-73.93634,Entire home/apt,150.0,30,12,0.08,1,88,0,0
FABULOUS & LARGE 2 BEDROOM IN NYC!,Tamra,Manhattan,Harlem,40.8073,-73.94575,Entire home/apt,282.0,30,8,0.05,11,364,1,0
BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC,Tamra,Manhattan,Harlem,40.80557,-73.94801,Entire home/apt,250.0,30,10,0.06,11,364,0,0
Large Sunny Bedroom with Bay Window,Kimberly,Manhattan,Harlem,40.82359,-73.94601,Private room,64.0,30,32,0.21,2,307,1,0
Harlem/Hamilton Heights Sunny Room,Kimberly,Manhattan,Harlem,40.82295,-73.94433,Private room,64.0,30,29,0.19,2,365,0,0
Clinton Hill Duplex near Pratt w/Huge Patio!,Mary,Brooklyn,Bedford-Stuyvesant,40.69533,-73.96058,Private room,106.0,2,141,0.89,1,336,41,1
Share in NYC's trendy East Village,Chris,Manhattan,East Village,40.73216,-73.98678,Private room,91.0,30,188,1.19,1,243,2,0
Room in Huge 1200sf W Harlem Suite,Michael,Manhattan,Harlem,40.80272,-73.95316,Private room,87.0,30,98,0.65,1,171,6,0
Private Studio Near Columbia Presbyterian Hospital,Candice,Manhattan,Washington Heights,40.83249,-73.94466,Entire home/apt,200.0,30,81,0.52,1,263,3,0
"Luxury Williamsburg, Brooklyn LOFT",James,Brooklyn,Williamsburg,40.71923,-73.9582,Entire home/apt,238.0,30,290,1.84,1,245,4,0
Upper East 1 BDRM Great Location!,Sara,Manhattan,Upper East Side,40.77534,-73.95106,Entire home/apt,179.0,30,162,1.03,1,364,0,0
Greenpoint Home with cats Oct 16-Nov 4,Penny And Danny,Brooklyn,Greenpoint,40.72617,-73.95264,Private room,125.0,30,3,0.07,3,363,0,0
Cozy bedroom near Times Square,Patrick,Manhattan,Hell's Kitchen,40.76269,-73.99361,Private room,82.0,30,185,1.48,3,238,6,0
Clean Quiet Room NYC Accessible,Marcia,Bronx,Co-op City,40.86773,-73.82023,Private room,41.0,30,21,0.13,2,350,3,0
Unique private room and bathroom in Brownstone,Laura,Manhattan,Harlem,40.81319,-73.94194,Private room,108.0,30,95,0.61,2,179,1,0
Large Private Midtown Room!,Jesse,Manhattan,Hell's Kitchen,40.75622,-73.99455,Private room,136.0,4,238,1.53,3,73,35,1
NYC Gem. Great Location & Value.,Dragan,Queens,Long Island City,40.75619,-73.92029,Entire home/apt,87.0,30,4,0.03,2,33,1,0
Quiet Artsy 1 Bedroom Midtown Apt!,Jesse,Manhattan,Hell's Kitchen,40.75557,-73.99411,Entire home/apt,246.0,30,60,0.38,3,35,0,0
Exquisite Spacious Studio in Midtown,Ron,Manhattan,Chelsea,40.74828,-73.9917,Entire home/apt,290.0,30,152,0.97,1,364,0,0
COMFORTABLE LARGE ROOM,Marvet,Brooklyn,Prospect-Lefferts Gardens,40.66,-73.95203,Private room,83.0,30,10,0.06,3,307,0,0
Lower East Side 1bedroom apt in NYC,Marc,Manhattan,Chinatown,40.71481,-73.99059,Private room,100.0,30,162,1.03,1,178,1,0
Central Cobble/Boerum Hill Townhome | Roof Terrace,Elizabeth,Brooklyn,Carroll Gardens,40.68461,-73.98984,Entire home/apt,738.0,30,1,0.05,3,154,0,0
"Designer’s loft, roof deck best W’burg",Christina,Brooklyn,Williamsburg,40.71942398164986,-73.96005436966747,Private room,248.0,3,155,0.99,2,82,34,1
New York City- Riverdale Modern two bedrooms unit,Orit,Bronx,Spuyten Duyvil,40.88095,-73.91701,Entire home/apt,204.0,30,146,1.36,1,365,0,0
Great room priv/bathrm Eastside location 70's ST,Cristina,Manhattan,Upper East Side,40.77,-73.95842,Private room,120.0,30,105,0.67,1,180,1,0
Historic townhouse in convenient location,Michael & Aleksandra,Manhattan,Washington Heights,40.83521,-73.93836,Private room,74.0,30,13,0.17,1,104,3,0
Quaint & Quiet in Queens,Constance F.,Queens,Briarwood,40.71215,-73.81692,Private room,75.0,30,57,0.37,2,365,0,0
Williamsburg  /artist bunk small,Di,Brooklyn,Williamsburg,40.70717,-73.95269,Private room,53.0,30,13,0.16,1,351,0,0
"Beautiful Bedrooms in Briarwood, NY",Constance F.,Queens,Briarwood,40.71044,-73.81703,Private room,75.0,30,13,0.08,2,365,0,0
Stylish Designer Studio with Piano,Daniel,Manhattan,Harlem,40.82903,-73.94204,Entire home/apt,130.0,30,42,0.27,1,365,0,0
New York City for All Seasons!,Richelle,Manhattan,Upper West Side,40.78221,-73.98357,Private room,126.0,30,25,0.16,1,365,0,0
Sunny top fl Private 1- BR with garden view,Demi,Brooklyn,Crown Heights,40.67677,-73.96283,Entire home/apt,140.0,30,209,1.38,3,331,0,0
Enjoy and discover New York Citi,Vadim,Staten Island,Tompkinsville,40.63139,-74.08169,Private room,83.0,30,24,0.17,2,337,0,0
"Hell's Kitchen, Midtown west!",Brian,Manhattan,Hell's Kitchen,40.76277923583984,-73.9910888671875,Private room,165.0,2,448,2.95,1,61,42,1
10-Min to Manhattan | Cozy Retreat | Monthly Stays,Daniel,Queens,Astoria,40.75608,-73.91768,Private room,54.0,30,127,0.84,2,323,1,0
I Bedroom in 2 Bedroom Loft - The Domino Wburg,Carmen,Brooklyn,Williamsburg,40.71406,-73.96749,Private room,100.0,30,8,0.05,1,89,0,0
Perfect Bedroom* Big Apt* Downtown NYC*Super Host,Edel,Manhattan,Two Bridges,40.71271,-73.99534,Private room,90.0,30,53,0.35,2,65,6,0
1000ft² - Chic 2BR on best Block,David,Brooklyn,Williamsburg,40.71583,-73.96277,Entire home/apt,371.0,30,34,0.24,1,363,0,0
Comfy New York City Launching Pad!! Astoria NYC,Timothy,Queens,Astoria,40.77266,-73.92268,Private room,65.0,365,22,0.14,1,173,0,0
Very close to Downtown Awesome Room,Jeffrey,Brooklyn,Gravesend,40.60402,-73.97038,Private room,117.0,30,111,0.77,2,365,0,0
Designer open space in TriBeCa Soho 1000sq ft,Tommaso,Manhattan,SoHo,40.72215,-74.00416,Entire home/apt,180.0,30,24,0.16,1,60,0,0
Warm home w/ complimentary espresso & tea,Wowa,Manhattan,Harlem,40.80682,-73.94814,Entire home/apt,79.0,30,59,0.41,1,335,1,0
Awesome Place! Amazing Location!!!,T,Manhattan,Nolita,40.72428,-73.99579,Private room,186.0,31,157,1.09,2,365,0,0
Historic Brownstone Garden Apt,Emily,Brooklyn,Bedford-Stuyvesant,40.68278,-73.93863,Private room,120.0,30,20,0.16,2,177,0,0
Sml Rm in P/Sl great for  Med/stu,Kathleen R,Brooklyn,Prospect Heights,40.67942,-73.97252,Private room,83.0,30,98,0.65,3,242,2,1
"Apartment in Crown Heights, BKLYN",Verena Vogelbacher,Brooklyn,Crown Heights,40.67128,-73.94307,Entire home/apt,190.0,30,188,1.22,3,135,4,0
Perfect NYC/Williamsburg Location,Omri,Brooklyn,Williamsburg,40.71294,-73.94461,Private room,163.0,30,178,1.14,1,179,0,0
"DM reWeekly Rate: Lush Garden, Huge Kitchen, Peace",Jasmine,Brooklyn,Greenpoint,40.72292,-73.94577,Entire home/apt,138.0,30,46,0.3,1,364,0,0
Bright and Quiet 2 BR in Park Slope,Alain,Brooklyn,South Slope,40.66481,-73.97776,Entire home/apt,125.0,30,352,2.33,1,272,4,0
"Spacious, Furnished Unit with Private Backyard",Akari,Manhattan,Midtown,40.74311,-73.98303,Entire home/apt,265.0,30,219,1.4,1,258,0,0
CLEAN COMFY ROOM NYC ACCESSIBLE!!,Marcia,Bronx,Co-op City,40.86637,-73.82048,Private room,37.0,30,21,0.14,2,365,1,0
Elegant Uptown Historic District Garden Suite,Kurt,Manhattan,Washington Heights,40.8341081,-73.93948379999999,Entire home/apt,331.0,4,134,1.06,1,315,17,1
"Private room in townhouse in Brooklyn, New York",Orna,Brooklyn,Park Slope,40.67634,-73.97666,Private room,250.0,30,10,0.32,2,363,0,0
Spacious & Sunny in Prime Brooklyn,David,Brooklyn,Clinton Hill,40.68566,-73.96781,Entire home/apt,144.0,30,116,0.75,1,213,5,0
1 Bedroom Apt - Close to JFK & City,Terrance,Brooklyn,East New York,40.67322,-73.88109,Entire home/apt,90.0,30,66,0.42,1,29,0,0
Lovely 2 BR in Brooklyn's Nicest Area,Seth,Brooklyn,South Slope,40.66902,-73.98884,Entire home/apt,155.0,90,23,0.15,1,213,2,0
Perfect apt. above L train Graham stop,Haley,Brooklyn,Williamsburg,40.71559,-73.94289,Private room,55.0,150,9,0.06,1,237,0,0
"Gorgeous Park Slope, BK triplex 4BD",Andrew,Brooklyn,Park Slope,40.66943,-73.98188,Entire home/apt,454.0,49,3,0.04,2,138,0,0
"Private,Affordable, 20 min to NYC!",Joris,Queens,Ridgewood,40.699,-73.90295,Entire home/apt,72.0,30,330,2.11,1,112,1,0
UWS  Brownstone 1 BR with Large Office +Garden.,Michelle,Manhattan,Upper West Side,40.78935,-73.97225,Entire home/apt,425.0,31,38,0.25,1,178,0,0
"Great 1 BR Apt in Kips Bay, NY",Mark,Manhattan,Kips Bay,40.73958,-73.98143,Private room,99.0,30,1,0.01,1,60,0,0
Garden Floor Apartment on Historic Landmark Block,Michelle Nicola,Brooklyn,Clinton Hill,40.68884,-73.9644,Private room,200.0,30,30,1.05,1,177,0,0
Art & Music Salon,Liz,Brooklyn,Windsor Terrace,40.64885,-73.97453,Private room,72.0,30,125,0.8,1,365,0,0
1 bdrm brownstone-west 70's-1 block Central Park,Marjorie,Manhattan,Upper West Side,40.7769,-73.97671,Entire home/apt,200.0,30,136,0.87,1,364,1,0
Bedroom With Own Bathroom and Backyard,Waldemar,Brooklyn,Clinton Hill,40.6882557,-73.9638332,Private room,100.0,2,523,3.35,2,232,42,1
"Sunny, spacious 1-bedroom in Upper Manhattan",Laura,Manhattan,Inwood,40.86909,-73.9239,Entire home/apt,120.0,90,166,1.1,1,230,0,0
"West Village Loft, 1st floor",Gary,Manhattan,West Village,40.73491,-74.0058,Entire home/apt,227.0,30,448,2.9,2,113,1,0
"Sunny Art Deco Room w/Full Bed, Steps to Metro!",Helen,Manhattan,Washington Heights,40.85209,-73.93941,Private room,90.0,30,1,0.01,1,87,0,0
Stylish 1BR in the heart of Nolita,Yasemin,Manhattan,SoHo,40.72371,-73.99663,Entire home/apt,252.0,30,87,0.56,1,84,0,0
Columbia / Barnard Convenient & Quiet,Alan,Manhattan,Upper West Side,40.79903,-73.96297,Entire home/apt,120.0,30,12,0.22,2,206,0,0
Classic Williamsburg 2bdr with yard. Superhost,Ryan,Brooklyn,Williamsburg,40.71116,-73.94721,Entire home/apt,180.0,30,220,1.41,2,121,2,0
"Bright, Bedstuy Gem",Nicole Lavonne,Brooklyn,Bedford-Stuyvesant,40.68928,-73.93908,Entire home/apt,200.0,30,295,1.92,1,304,0,0
Curated 1BR on the prettiest block of the LES,Rj,Manhattan,Lower East Side,40.71937,-73.98387,Entire home/apt,218.0,50,39,0.27,1,59,0,0
"Our NY home, Greenwich Village apt",David,Manhattan,West Village,40.73054,-74.00613,Private room,100.0,30,227,1.46,1,268,0,0
Shared Apartment in Brooklyn Brownstone,Josh,Brooklyn,Fort Greene,40.68687,-73.97074,Private room,418.0,30,73,0.76,1,61,0,0
Rent in beautiful Sunnyside Gardens,J-,Queens,Sunnyside,40.74709,-73.92056,Entire home/apt,113.0,30,4,0.03,2,364,0,0
Best double Room all included wifi,Edward,Brooklyn,Bedford-Stuyvesant,40.68476,-73.94867,Private room,49.0,30,30,0.19,4,241,3,0
Modern Brownstone Duplex w/Garden,Noreen,Brooklyn,Boerum Hill,40.68739,-73.9897,Entire home/apt,489.0,150,4,0.03,1,358,0,0
Cozy Lay Over Prospect Heights,Ada,Brooklyn,Prospect Heights,40.67379,-73.96623,Private room,171.0,30,229,1.59,1,334,1,0
"Beautiful, Spacious 4 BR Brooklyn Brownstone",D,Brooklyn,South Slope,40.66609,-73.98472,Entire home/apt,674.0,30,17,0.15,1,363,0,0
Room in modern Willamsburg apartment Brooklyn,Reguina,Brooklyn,Williamsburg,40.7149363238612,-73.96085072130779,Private room,152.0,1,244,1.59,1,17,24,1
PinkBerry Room w Bath In Heart Of Hells Kitchen,Kyra,Manhattan,Hell's Kitchen,40.76448,-73.98667,Private room,80.0,60,0,0.0,1,362,0,0
1760 Sq ft Penthouse apartment,Eric,Brooklyn,Prospect Heights,40.67707,-73.97062,Entire home/apt,304.0,30,84,0.54,1,358,0,0
Ready private furnished room w/Wifi,Edward,Brooklyn,Bedford-Stuyvesant,40.68567,-73.94865,Private room,44.0,30,66,0.43,4,230,3,0
"Sunny, Clean, Minimal, Modern Apt",Rick,Manhattan,Lower East Side,40.7211,-73.98271,Entire home/apt,140.0,30,42,0.27,1,84,1,0
"Cozy, Hella Sunny, and Convenient!",Dennis,Brooklyn,Prospect Heights,40.67604,-73.96865,Entire home/apt,100.0,30,1,0.01,1,300,0,0
Boerum Hill Brownstone Garden Duplx,Tiffany,Brooklyn,Boerum Hill,40.68607,-73.98074,Entire home/apt,424.0,30,251,1.63,1,153,2,0
BIG Light-Filled Loft Apartment & Art Studio,Amanda,Brooklyn,Bushwick,40.69775,-73.92615,Entire home/apt,187.0,30,0,0.0,1,365,0,0
Sunny 2BR Penthouse - HUGE Terrace,Boris,Manhattan,Chinatown,40.7156,-73.9915,Entire home/apt,375.0,90,82,0.55,1,198,0,0
"1 Cozy, Private Artsy Black Bedroom / East Village",Karin,Manhattan,East Village,40.73171,-73.98615,Private room,122.0,30,91,0.64,2,332,4,0
Mitchell Manor,Nicole,Brooklyn,Bedford-Stuyvesant,40.68023419130707,-73.93856346191183,Entire home/apt,150.0,3,200,1.38,1,270,28,1
Elegant Stuyvesant Heights Retreat,Mark,Brooklyn,Bedford-Stuyvesant,40.68524,-73.93604,Entire home/apt,98.0,30,271,1.8,1,257,1,0
Location Morena,Petya,Queens,Long Island City,40.7588,-73.92815,Private room,47.0,30,13,0.09,18,362,0,0
GREAT PRICE for GREAT GUESTS ONLY,Christian,Bronx,Allerton,40.8666,-73.85532,Private room,77.0,30,49,0.33,1,149,2,0
Apto 2 bed $90 night per person,Joao Lucas,Queens,Astoria,40.76592,-73.92707,Private room,86.0,30,129,0.86,1,89,0,0
"Private Oasis, en suite bathroom",Clay,Brooklyn,Bushwick,40.70024,-73.92833,Private room,156.0,85,82,0.63,2,123,1,0
Gorgeous Duplex w Riverview Terrace,Mariko,Manhattan,Upper West Side,40.78349,-73.98221,Entire home/apt,300.0,30,17,0.12,1,327,1,0
"Amazing Greenpoint/WBurg, BRKLN 1BR",Zach,Brooklyn,Greenpoint,40.72162,-73.95114,Entire home/apt,200.0,30,46,0.3,1,62,0,0
*Extremely Rare* Private Midtown Garden Oasis Loft,Heather,Manhattan,Hell's Kitchen,40.76114,-73.99369,Entire home/apt,150.0,30,79,0.52,1,116,7,0
"Convenient, Central, Comfortable",Eric,Manhattan,East Harlem,40.79046,-73.94576,Entire home/apt,120.0,30,252,1.65,1,113,6,0
HUGE East Village 2 Bedrm w/Huge Private Backyard,Deborah,Manhattan,East Village,40.72586,-73.97922,Entire home/apt,245.0,30,276,1.83,1,365,0,0
Private Spacious Oasis in Modern Harlem Apartment,Hakim,Manhattan,Harlem,40.82875,-73.93969,Private room,59.0,30,31,0.99,2,356,1,0
