name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,total_reviews,reviews_per_month,host_listings_count,availability_365,number_of_reviews_ltm,has_license
"Blueground | Midtown, doorman & wroof, nr park",Blueground,Manhattan,Midtown,40.76223,-73.975681,Entire home/apt,505.0,31,0,0.0,1194,276,0,0
Central East cozy nest,Joe,Manhattan,Kips Bay,40.742571543216265,-73.97300658250205,Entire home/apt,896.0,90,0,0.0,1,269,0,0
Nest Manhattan Family Studio,Nurielle,Manhattan,Midtown,40.7482035416208,-73.98862134776694,Entire home/apt,187.0,7,6,3.16,1,75,6,1
Beautiful one bedroom in Chelsea/Highline,NYC Rentals,Manhattan,Chelsea,40.74255,-74.00091,Entire home/apt,568.0,2,21,1.32,6,103,17,1
UES Cozy Private Room w Patio,Huimin,Manhattan,Upper East Side,40.77432358851105,-73.95176039606905,Private room,114.0,1,46,2.83,1,96,35,1
Renovated 2022@Queens apartment.,Momoyo,Queens,Woodside,40.74219,-73.89499,Private room,40.0,30,1,0.12,216,59,1,0
Apartment in Woodside. good area.,Momoyo,Queens,Woodside,40.74063,-73.89442,Private room,39.0,30,0,0.0,216,56,0,0
Comfy Room in Manhattan close to Subway,Yessica,Manhattan,Washington Heights,40.852211577679945,-73.93244425388386,Private room,49.0,30,0,0.0,4,123,0,0
Brooklyn Inn,Eddy,Brooklyn,Flatlands,40.61987429989976,-73.93944685195812,Entire home/apt,124.0,30,0,0.0,1,269,0,0
Cozy Room in Upper West Manhattan,Yessica,Manhattan,Washington Heights,40.850299390462816,-73.93090446105681,Private room,52.0,30,1,0.29,4,122,1,0
chiltown,Alvin,Bronx,Wakefield,40.8853218,-73.8514283,Entire home/apt,160.0,30,0,0.0,5,181,0,0
"Parkside Bedroom en suite Bath, 1 block from Q/B",Michael,Brooklyn,Flatbush,40.65213,-73.96321,Private room,220.0,3,21,1.79,1,150,21,1
Excellent Choice! Enjoy a Stay Near Times Square!,RoomPicks By Victoria,Manhattan,Theater District,40.76055,-73.98636,Hotel room,247.0,1,5,0.36,25,334,4,1
Greenwood Heights Delight - 3BR,Raymond,Brooklyn,Sunset Park,40.65941721823564,-73.99427665485419,Entire home/apt,251.0,3,50,2.99,3,314,42,1
bedstuy is fly(1),Aeysha,Brooklyn,Bedford-Stuyvesant,40.68724,-73.92087,Private room,58.0,30,2,0.13,3,269,0,0
Luxury house near the subway,Avraham,Brooklyn,Flatbush,40.646408565462536,-73.95306680690926,Entire home/apt,444.0,2,35,2.08,6,142,28,1
stunning Apartment Near subway,Avraham,Brooklyn,Crown Heights,40.67415,-73.93214,Entire home/apt,234.0,2,30,1.96,6,74,25,1
Luxury Apartment Brooklyn NY,Fenol,Brooklyn,East Flatbush,40.6589523,-73.9181803,Entire home/apt,101.0,30,1,0.12,1,92,1,0
Vuitton Room!You're truly family when you're here!,Stephan,Brooklyn,Bedford-Stuyvesant,40.68259,-73.94463,Private room,102.0,1,132,7.92,2,230,97,1
Soho Sanctuary,John,Manhattan,SoHo,40.722512809041554,-74.0018304260046,Entire home/apt,127.0,30,0,0.0,1,57,0,0
Private Room 820 | Share bath,Eliza,Manhattan,Midtown,40.74617,-73.98824,Private room,75.0,1,11,0.76,68,298,10,1
Brand New Budget Suite! Main Street! Free Parking!,Ali,Queens,Flushing,40.74525710196555,-73.82599264411301,Entire home/apt,76.0,30,0,0.0,8,270,0,0
Exclusive Private Room 219 | Share Bathroom,Eliza,Manhattan,Midtown,40.74696364707561,-73.98872449120941,Private room,93.0,1,21,1.34,68,290,17,1
"entire place 2 br, popular location flexible stay",Tatiana,Brooklyn,Bay Ridge,40.62905,-74.02727,Entire home/apt,158.0,30,3,0.3,3,258,3,0
Ultra modern 1-bdr with Stunning views,NYC Rentals,Manhattan,Hell's Kitchen,40.75299901846384,-73.99445355212059,Entire home/apt,552.0,2,23,1.44,6,130,19,1
Lovely Exuberant Home 3A,Chun,Queens,Flushing,40.75774980894939,-73.81366909168551,Private room,63.0,30,5,0.32,2,365,3,0
Modern Comfort Near Central Park's Beauty,Nana,Manhattan,East Harlem,40.79988543661565,-73.94046162361225,Entire home/apt,446.0,2,22,1.31,1,142,11,1
Chic Bushwick Retreat: 3BR/1BA Near L & J Trains!,Afia,Brooklyn,Bushwick,40.685533964507634,-73.90714962563071,Entire home/apt,157.0,30,1,0.21,1,179,1,0
The Greenwood Gem - 3BR,Raymond,Brooklyn,Sunset Park,40.66150910915497,-73.99449017617512,Entire home/apt,251.0,3,50,3.05,3,271,38,1
Modern 2-Bedroom apt by ocean,Sheroz,Brooklyn,Brighton Beach,40.57942281758896,-73.95640552507665,Private room,212.0,30,0,0.0,1,364,0,0
Bonita Habitación (1 persona) o (una pareja),Silvia,Queens,Woodhaven,40.6938597,-73.8533097,Private room,46.0,30,0,0.0,2,180,0,0
Cozy Home Away From Home.,Olga,Queens,Springfield Gardens,40.6598,-73.76415,Private room,97.0,30,0,0.0,2,269,0,0
Sunny 1-Bd Clinton Hill Grdn Apt,Kenya,Brooklyn,Bedford-Stuyvesant,40.68441426388176,-73.95906716527428,Entire home/apt,125.0,30,1,1.0,1,199,1,0
"1min to train
 Barbara apt!",Avinash,Brooklyn,Borough Park,40.64623257021718,-73.99705150080604,Private room,85.0,1,1,0.36,1,270,1,1
2 bd Apartment in Brooklyn Townhouse,Tatiana,Brooklyn,Bay Ridge,40.6307136,-74.0269764,Entire home/apt,106.0,30,3,0.19,3,259,2,0
Private Bedroom in LES,Melisa,Manhattan,Lower East Side,40.71901413009839,-73.98989974641185,Private room,150.0,1,29,1.76,6,243,25,1
New: BK Bed-Stuy Charm - 3Bed,German,Brooklyn,Bedford-Stuyvesant,40.68932326837233,-73.94020991847174,Entire home/apt,419.0,3,55,3.27,3,352,38,1
Studio 443 | Private Bathroom,Eliza,Manhattan,Midtown,40.746,-73.98742,Private room,203.0,1,35,2.1,68,217,28,1
Airy Greenwich Retreat with Private Deck,Emma,Manhattan,Greenwich Village,40.73486,-73.9984,Entire home/apt,250.0,30,7,0.45,2,322,5,0
邻近地铁 明亮新净的卧室-3D,Yuk Ying,Queens,Woodside,40.7518603,-73.9042688,Private room,50.0,30,4,0.31,4,302,3,0
Newly renovated apartment 1+1 in Jackson Heights,Mimoza,Queens,Jackson Heights,40.75125,-73.89101,Entire home/apt,140.0,31,1,0.11,1,56,1,0
"Lovely Private Bedroom/ JM train, 15 Mins to City!",Eibhlin,Brooklyn,Bedford-Stuyvesant,40.69867794175981,-73.93935086972675,Private room,42.0,30,2,0.15,18,149,0,0
Master bedroom in Brooklyn,Jacob,Brooklyn,Sunset Park,40.6593,-73.99215,Private room,100.0,3,44,3.65,1,85,44,1
Cozy 2BR Astoria Gem 5 mins from LaGuardia Airport,Samir,Queens,Ditmars Steinway,40.77286392562157,-73.90609961691895,Entire home/apt,140.0,30,2,0.81,2,304,2,0
"Modern BK home unit2, 30Days+",Jerrod,Brooklyn,Crown Heights,40.67213068308885,-73.93241550353547,Entire home/apt,196.0,30,3,0.27,3,101,3,0
Greenwood Haven- 1B w/ Pvt Yard,Raymond,Brooklyn,Sunset Park,40.65966936791674,-73.99387960494735,Entire home/apt,221.0,3,54,3.2,3,351,41,1
Sunny 1 bed with patio garden,Will,Brooklyn,Bushwick,40.70052090349335,-73.92261013059733,Entire home/apt,150.0,30,0,0.0,1,219,0,0
"Blueground | FiDi, elevator, gym, nr Wall St",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,382.0,31,0,0.0,1194,234,0,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,250.0,31,1,0.18,1194,122,1,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,258.0,31,0,0.0,1194,331,0,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,250.0,31,0,0.0,1194,190,0,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,315.0,31,0,0.0,1194,212,0,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,320.0,31,0,0.0,1194,339,0,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,257.0,31,0,0.0,1194,1,0,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,250.0,31,0,0.0,1194,291,0,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,315.0,31,0,0.0,1194,290,0,0
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,250.0,31,0,0.0,1194,351,0,0
Cozy Studio 6 people in the Heart Of Manhattan#7,Alberto,Manhattan,Midtown,40.74806,-73.98861,Entire home/apt,217.0,1,10,0.6,3,187,9,1
Cozy Guest Suit w/ private bath / King size bed,Keqing,Queens,College Point,40.78058643033789,-73.84250920254783,Private room,103.0,5,48,2.94,2,84,30,1
"Blueground | E Village, w/d, nr union square",Blueground,Manhattan,East Village,40.7324098,-73.98747879999999,Entire home/apt,235.0,31,0,0.0,1194,365,0,0
"Blueground | East Village, w/d, nr groceries",Blueground,Manhattan,East Village,40.7324098,-73.98747879999999,Entire home/apt,413.0,31,1,0.07,1194,327,0,0
"Blueground | LES, private balcony & w/d, nr park",Blueground,Manhattan,East Village,40.72357,-73.98255,Entire home/apt,342.0,31,0,0.0,1194,359,0,0
"Blueground | Kips Bay, gym & doorman, nr hospitals",Blueground,Manhattan,Kips Bay,40.7410961,-73.97825230000001,Entire home/apt,292.0,31,0,0.0,1194,306,0,0
Single deluxe room at Turtle Bay,Juan,Manhattan,Midtown,40.7553992,-73.9726263,Private room,141.0,30,0,0.0,49,237,0,0
Cozy Student Room in the Heart of NY,Farroukh,Manhattan,Midtown,40.7553992,-73.9726263,Private room,187.0,30,1,0.15,16,270,1,0
Quiet NYC Escape,Sara,Manhattan,Kips Bay,40.74178449118731,-73.97821635296488,Private room,117.0,30,0,0.0,1,306,0,0
Modern UWS Two-Bedroom Apartment with Amenities,Furnished Quarters,Manhattan,Upper West Side,40.78931,-73.97472,Entire home/apt,572.0,30,0,0.0,134,329,0,0
Captivatingly Charming 1 Bedroom Apartment,Arianna,Brooklyn,East New York,40.670201838919965,-73.89928625266606,Entire home/apt,124.0,30,45,2.84,1,134,31,1
Charming Student Housing in Manhattan,Farroukh,Manhattan,Midtown,40.75656890661076,-73.97300732468932,Private room,170.0,30,2,0.53,16,176,2,0
Spacious private bedroom in safe Astoria,Raf,Queens,Astoria,40.76473296763796,-73.92191431199922,Private room,68.0,1,76,4.62,2,358,59,1
Cozy Bedroom w/ private bathroom,Giovanni,Queens,Woodhaven,40.69124341984092,-73.84875623853111,Private room,102.0,5,15,1.34,1,218,15,1
Convenient & Cozy Hells Kitchen Home,Mel,Manhattan,Hell's Kitchen,40.761501033426704,-73.99496684415845,Shared room,78.0,30,0,0.0,1,331,0,0
Cozy unit in Brooklyn,A,Brooklyn,Flatbush,40.65238,-73.95739,Entire home/apt,100.0,30,0,0.0,1,89,0,0
The Ledrina Splendid  brunette,Gina,Brooklyn,East Flatbush,40.647891,-73.95070849999999,Private room,62.0,30,0,0.0,2,270,0,0
Lower East Side Two Bedroom Modern Condo,Ariel,Manhattan,Lower East Side,40.71861,-73.98931,Entire home/apt,359.0,5,13,0.83,1,93,12,1
"Blueground | FiDi, gym, nr Freedom Tower",Blueground,Manhattan,Financial District,40.70803,-74.014869,Entire home/apt,273.0,31,0,0.0,1194,359,0,0
Heart of Manhattan walk to all,Tusnoda,Manhattan,Midtown,40.74382,-73.98259,Entire home/apt,387.0,4,25,1.72,1,257,23,1
Budget Pre-War Harlem Studio Apartment,Christina,Manhattan,Harlem,40.81854006640637,-73.94341125993142,Entire home/apt,196.0,1,68,4.25,2,170,51,1
"Modern Home with Backyard and Private Parking, 3br",Gershon,Brooklyn,East Flatbush,40.657048536894166,-73.92719080542744,Entire home/apt,255.0,2,42,2.51,2,338,33,1
Kasa Lantern LES | Penthouse w/ Kitchen & Balcony,Kasa,Manhattan,Lower East Side,40.71908763217981,-73.9888778461744,Entire home/apt,309.0,30,2,0.29,4,259,2,1
Private luxury house with 3 bedrooms and backyard,Gershon,Brooklyn,East Flatbush,40.65864856044564,-73.92682024781395,Entire home/apt,255.0,2,50,3.14,2,308,36,1
"Blueground | Midtown E, elevator, nr subway",Blueground,Manhattan,Midtown,40.7594614,-73.9712201,Entire home/apt,411.0,31,0,0.0,1194,0,0,0
"Blueground | Midtown E, elevator, nr transport",Blueground,Manhattan,Midtown,40.7594614,-73.9712201,Entire home/apt,306.0,31,0,0.0,1194,338,0,0
Townhome Garden Sanctuary,Timothee,Brooklyn,Crown Heights,40.67665684486924,-73.94563119206543,Entire home/apt,177.0,5,15,1.76,1,49,15,1
Luxury in South Brooklyn,Charles,Brooklyn,Canarsie,40.64319,-73.88861,Entire home/apt,220.0,30,0,0.0,1,270,0,0
Deluxe 1 King Bed at Hotel Belleclaire!,RoomPicks,Manhattan,Upper West Side,40.78244,-73.98118,Hotel room,169.0,1,0,0.0,242,351,0,1
Cypress Hills BK pvt 2 bedroom,Janine,Brooklyn,Cypress Hills,40.68525521004758,-73.86780558412886,Entire home/apt,203.0,3,44,2.65,2,346,34,1
Cozy Bedroom in Bed-Stuy Gem,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,41.0,30,0,0.0,21,269,0,0
Private Room in Stylish Apt,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,42.0,30,0,0.0,21,269,0,0
Private Room with All Amenities,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,42.0,30,0,0.0,21,269,0,0
Private Room in Historic Charm,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,42.0,30,1,0.11,21,269,1,0
Cozy Haven for Long-Term Guests,Kristina,Brooklyn,Bedford-Stuyvesant,40.6856544,-73.9441794,Private room,40.0,30,1,0.07,21,269,0,0
Private Cozy Bohemian,Levi,Brooklyn,Crown Heights,40.664093868531445,-73.93037287542117,Entire home/apt,162.0,1,112,6.69,3,60,75,1
Whole apartment with 3 Beds/2baths,Андрей,Manhattan,Civic Center,40.71619419757378,-74.00041282786675,Entire home/apt,319.0,7,14,0.87,1,249,10,1
Private Bedroom Suite in Modern Townhome,Beebe,Brooklyn,Bedford-Stuyvesant,40.6828,-73.92432,Private room,100.0,2,63,4.76,1,132,57,1
"Entire unit 3BR near LGA, 7Train Citifield Usopen",Keqing,Queens,College Point,40.7791,-73.8417,Entire home/apt,186.0,5,47,2.84,2,85,36,1
Beautifully Reno'd 1BR (W/D) 12 mins to Manhattan,Rodney,Brooklyn,Bedford-Stuyvesant,40.68884467682968,-73.9303994005861,Entire home/apt,149.0,30,6,0.39,2,247,5,0
Cozy 1 bedroom with office space,Yvette,Brooklyn,Bedford-Stuyvesant,40.69082634033852,-73.93719434695835,Entire home/apt,115.0,30,1,0.11,2,213,1,0
25 Min Manhattan 2BR Apt-Bedstuy,Aniefiok,Brooklyn,Bedford-Stuyvesant,40.68943,-73.93586,Entire home/apt,206.0,30,0,0.0,3,270,0,0
Cowboy Lodge - Low Loft 2,L,Queens,Sunnyside,40.73613,-73.92159,Private room,52.0,60,0,0.0,2,267,0,0
"2bd lux, Roof deck, near subway",Mo,Brooklyn,Bedford-Stuyvesant,40.68254751429917,-73.92530276633482,Entire home/apt,225.0,30,2,0.13,2,178,1,0
Quiet cozy 2nd floor apartment.,Laura,Queens,Flushing,40.7606641,-73.8083856,Entire home/apt,125.0,30,3,0.21,3,178,2,0
High-Line Haven: Urban Elegance,Eric,Manhattan,Chelsea,40.74433984422416,-74.00486668966732,Entire home/apt,122.0,30,6,0.49,2,180,5,0
3-Bedroom Home-yonkers,Wei,Bronx,Wakefield,40.90591872969646,-73.84733651573727,Entire home/apt,162.0,1,1,0.06,12,270,0,0
X-Large room in Prime LES location,Alexandar,Manhattan,Lower East Side,40.71647336914301,-73.98874040298026,Private room,139.0,30,1,0.22,7,365,1,0
Mi Casa Tu Casa - Brazil Room,Julio,Bronx,Concourse Village,40.81905639516414,-73.92662746971561,Private room,50.0,30,2,0.14,3,185,1,0
Bedroom w. kitchenette in Park Slope,Gloria,Brooklyn,South Slope,40.6615859,-73.9849657,Private room,49.0,30,1,0.14,3,183,1,0
Welcome home my lovely guest,Julia,Brooklyn,Fort Hamilton,40.61460042408073,-74.03510392925268,Private room,103.0,30,0,0.0,2,269,0,0
Brooklyn Retreat Modern & Cozy,Devora,Brooklyn,Crown Heights,40.67665,-73.94492,Entire home/apt,203.0,1,33,2.01,8,314,24,1
Brooklyn central,Levi,Brooklyn,Crown Heights,40.66992221447028,-73.94233547151089,Entire home/apt,182.0,1,58,3.47,3,25,47,1
Cozy Apartment in Queens,Mier,Queens,Kew Gardens Hills,40.72868,-73.82519,Entire home/apt,155.0,30,3,0.34,1,364,3,0
Luxury high-rise in downtown NYC,Ally,Manhattan,East Village,40.72159,-73.97517,Entire home/apt,740.0,10,12,0.79,7,203,10,1
"Exposed Brick HDTV Room, 23 min to Manhattan #298",Eugene,Brooklyn,Bushwick,40.69191349886132,-73.91542995463648,Private room,44.0,30,0,0.0,617,306,0,0
Spacious & bright 1BR in Hells Kitchen,Daria,Manhattan,Hell's Kitchen,40.76417,-73.98824,Entire home/apt,150.0,30,3,0.32,7,285,3,0
Harlem Home,Sabrina,Manhattan,Harlem,40.8279566,-73.94285529999999,Private room,101.0,1,78,4.7,2,166,57,1
"Nice Private Room,16 min To Manhathan",Jesus,Queens,Sunnyside,40.74424,-73.915899,Private room,45.0,30,5,0.35,1,214,3,0
Luxury location Sunny 1BR Suite,Page,Manhattan,Midtown,40.7648,-73.97513,Entire home/apt,185.0,30,3,0.31,1,151,3,0
Manhattan Small Single Room,Huimin,Manhattan,Upper East Side,40.7766,-73.9551,Private room,95.0,1,50,3.33,2,149,44,1
Starr Place I by RoveTravel | 2BR Duplex w/ Patio,Rove,Brooklyn,Bushwick,40.7058221,-73.9227784,Entire home/apt,166.0,30,0,0.0,74,246,0,0
Starr Place II by RoveTravel | Cozy 3BR Bushwick,Rove,Brooklyn,Bushwick,40.7058221,-73.9227784,Entire home/apt,138.0,30,1,0.15,74,323,1,0
Gotham House I by RoveTravel |4BR Triplex w/Garden,Rove,Manhattan,Hell's Kitchen,40.7609198,-73.9939638,Entire home/apt,499.0,30,1,0.07,74,296,0,0
Highland Place 8F by RoveTravel | Luxury 2BR Nomad,Rove,Manhattan,Midtown,40.745168,-73.9898668,Entire home/apt,223.0,30,3,0.24,74,182,2,0
Highland Place 8R by RoveTravel | Luxury 3BR Nomad,Rove,Manhattan,Midtown,40.745168,-73.9898668,Entire home/apt,372.0,30,2,0.17,74,318,2,0
The Lisa II • Vibe 8729,Darren,Manhattan,Upper East Side,40.7708224,-73.9575626,Entire home/apt,98.0,30,6,0.53,138,252,6,0
Well Designed Two Bedroom in Murray Hill Building,Furnished Quarters,Manhattan,Murray Hill,40.74943002323685,-73.98009558588704,Entire home/apt,506.0,30,0,0.0,134,328,0,0
邻近地铁 明亮温馨的卧房-3B,Yuk Ying,Queens,Woodside,40.75262,-73.90537,Private room,45.0,30,6,0.38,4,274,4,0
Cozy and Stylish 1 Bedroom Apt in the UWS #6166,Moshe Joseph,Manhattan,Upper West Side,40.78525543038848,-73.97266888176442,Entire home/apt,170.0,30,1,0.08,63,276,1,0
PrivateOrange Historic Bungalow,475,Manhattan,Harlem,40.8246224,-73.947704,Private room,190.0,30,0,0.0,4,269,0,0
Green Historic Bungalow,475,Manhattan,Harlem,40.82566382012261,-73.9434495420243,Private room,59.0,30,1,0.17,4,268,1,0
"Blueground | Midtown E, elevator & building w/d",Blueground,Manhattan,Midtown,40.7594614,-73.9712201,Entire home/apt,299.0,31,0,0.0,1194,275,0,0
Chelsea Vista II by Rove Travel | 2BR PH w/Rooftop,Rove,Manhattan,Chelsea,40.74479840000001,-74.00536129999999,Entire home/apt,248.0,30,2,0.13,74,233,1,0
Chelsea Vista I by Rove Travel | 3BR Private Roof,Rove,Manhattan,Chelsea,40.74479840000001,-74.00536129999999,Entire home/apt,309.0,180,3,0.19,74,30,2,0
"Crown Heights Utica Av Train, Lincoln Terrace Park",Shmariahu,Brooklyn,Flatlands,40.617976494373856,-73.9291590613022,Entire home/apt,299.0,2,55,3.3,10,155,39,1
Come stay at our duplex apartment,ELizabeth,Brooklyn,Park Slope,40.67596,-73.9786,Entire home/apt,126.0,30,2,0.15,2,205,1,0
Studio Apt in UES near Rockefeller University,Raphael,Manhattan,Upper East Side,40.77101407826769,-73.95658057036496,Entire home/apt,127.0,30,0,0.0,93,365,0,0
Affordable Cozy Apartment Manhattan,Jackie,Manhattan,Chinatown,40.71386508615795,-73.99369971048282,Entire home/apt,949.0,20,0,0.0,2,114,0,1
Real Housewives Star NY Townhome,Urban,Manhattan,Upper East Side,40.76461,-73.96459,Entire home/apt,10664.0,31,0,0.0,4,270,0,0
Stay @28 story luxury bldg at NY,Urban,Manhattan,Financial District,40.70702,-74.01558,Entire home/apt,590.0,30,0,0.0,4,269,0,0
Pet Friendly/near Ocean/Shop etc,Sky High Management,Brooklyn,Bath Beach,40.604654038486416,-74.00722918597347,Entire home/apt,127.0,30,2,0.13,1,123,1,0
Affordable Private Room Manhattan | Blue Bell,Shuai,Manhattan,Chinatown,40.71382012642742,-73.99444686228817,Private room,88.0,1,31,3.39,1,94,31,1
Room Near LGA and Manhattan,Cesar,Queens,East Elmhurst,40.7670082,-73.8670454,Private room,105.0,1,117,7.09,1,226,92,1
NYC Quick Stay-Virtual Check In,475,Manhattan,Harlem,40.82457368800761,-73.94431368780518,Private room,42.0,30,0,0.0,4,179,0,0
Affordable Small Private Room in Manhattan,Jack,Manhattan,Chinatown,40.71423851299267,-73.99438595028067,Private room,73.0,1,0,0.0,7,26,0,1
Modern Private Bedroom,Kristina,Brooklyn,Bushwick,40.6954769,-73.9127501,Private room,40.0,30,0,0.0,15,269,0,0
Trendy Private Bedroom,Kristina,Brooklyn,Bedford-Stuyvesant,40.6941504,-73.9457867,Private room,41.0,30,1,0.23,20,269,1,0
GucciGreen Room:You're my family when you're here!,Stephan,Brooklyn,Bushwick,40.68798923529391,-73.91823412487773,Private room,108.0,1,139,8.48,2,253,117,1
HUGE bedroom with Fireplace in Astoria,Lucas And Natasha,Queens,Ditmars Steinway,40.77467,-73.91877,Private room,75.0,1,91,5.69,3,351,73,1
Nice Private Room,Kristina,Brooklyn,Bedford-Stuyvesant,40.6941504,-73.9457867,Private room,41.0,30,1,0.07,20,269,0,0
Beautiful Room in Charming Apt,Kristina,Brooklyn,Bedford-Stuyvesant,40.6941504,-73.9457867,Private room,38.0,30,0,0.0,20,269,0,0
Lovely ROOM,Kristina,Brooklyn,Bedford-Stuyvesant,40.6941504,-73.9457867,Private room,37.0,30,0,0.0,20,269,0,0
Modern private BR,Kristina,Brooklyn,Bedford-Stuyvesant,40.6941504,-73.9457867,Private room,41.0,30,0,0.0,20,269,0,0
Private room 15min to Manhattan and minutes to LGA,Jacob,Queens,Astoria,40.76465191276471,-73.92416905157926,Private room,65.0,1,57,3.56,1,357,48,1
Gorgeous room in Central Harlem,Charlene,Manhattan,Harlem,40.80312983513136,-73.95354664714334,Private room,64.0,30,0,0.0,12,258,0,0
Three Bedroom West Village Townhouse!,Joan,Manhattan,Greenwich Village,40.73417425653768,-73.9957515546644,Entire home/apt,792.0,30,35,2.27,1,138,31,1
